Asteroid_ID,a,e,sin_i,H,C,Family_ID,Family_Number,Family_Name
115170,3.96159,0.12288,0.1617,12.85,-99.9999,1,153,Hilda
115380,3.9617,0.12183,0.15536,13.62,-99.9999,1,153,Hilda
117113,3.95863,0.10078,0.15876,13.68,-99.9999,1,153,Hilda
117131,3.96733,0.22147,0.15823,13.41,-99.9999,1,153,Hilda
117288,3.96586,0.18626,0.15373,12.66,-99.9999,1,153,Hilda
118177,3.96363,0.14799,0.15309,13.87,-99.9999,1,153,Hilda
118520,3.96619,0.19401,0.14859,13.13,-99.9999,1,153,Hilda
119904,3.9667,0.20829,0.13588,14.07,-99.9999,1,153,Hilda
119946,3.96707,0.21743,0.16001,12.89,-99.9999,1,153,Hilda
120363,3.96812,0.25754,0.15644,13.62,-99.9999,1,153,Hilda
120662,3.96689,0.21222,0.15518,13.76,-99.9999,1,153,Hilda
121005,3.96333,0.1432,0.14569,13.45,-99.9999,1,153,Hilda
121045,3.96658,0.20085,0.15634,13.78,-99.9999,1,153,Hilda
124100,3.9669,0.21082,0.14581,13.48,-99.9999,1,153,Hilda
124269,3.96685,0.21071,0.1503,13.38,-99.9999,1,153,Hilda
127426,3.96761,0.2367,0.16487,14.13,-99.9999,1,153,Hilda
127448,3.95983,0.10808,0.15073,13.42,-99.9999,1,153,Hilda
128198,3.96416,0.15578,0.15451,13.49,-99.9999,1,153,Hilda
129002,3.96723,0.22161,0.14498,14.69,-99.9999,1,153,Hilda
133614,3.96548,0.17569,0.16102,14.2,-99.9999,1,153,Hilda
134193,3.96721,0.22387,0.1452,13.88,-99.9999,1,153,Hilda
134606,3.96699,0.21383,0.16847,13.33,-99.9999,1,153,Hilda
137312,3.96136,0.12397,0.13216,14.01,-99.9999,1,153,Hilda
137349,3.96231,0.13191,0.15381,13.19,-99.9999,1,153,Hilda
138388,3.96288,0.13879,0.15542,13.19,-99.9999,1,153,Hilda
141518,3.96276,0.13651,0.14254,14.13,-99.9999,1,153,Hilda
145417,3.96674,0.20939,0.14213,13.63,-99.9999,1,153,Hilda
145473,3.96563,0.17765,0.15391,14.39,-99.9999,1,153,Hilda
146014,3.96755,0.23141,0.15443,13.26,-99.9999,1,153,Hilda
146035,3.9665,0.2009,0.15202,13.64,-99.9999,1,153,Hilda
147865,3.96696,0.21809,0.13226,13.46,-99.9999,1,153,Hilda
152094,3.96636,0.19624,0.15279,13.69,-99.9999,1,153,Hilda
152122,3.96723,0.21922,0.14937,14.13,-99.9999,1,153,Hilda
152132,3.95889,0.10286,0.15532,13.69,-99.9999,1,153,Hilda
154264,3.96729,0.2207,0.15348,13.66,-99.9999,1,153,Hilda
154603,3.96329,0.14372,0.15058,13.78,-99.9999,1,153,Hilda
154629,3.95743,0.09367,0.15931,14.39,-99.9999,1,153,Hilda
155959,3.96659,0.20277,0.14064,14.02,-99.9999,1,153,Hilda
157025,3.9656,0.18069,0.14875,13.13,-99.9999,1,153,Hilda
157832,3.96733,0.22185,0.13379,14.42,-99.9999,1,153,Hilda
158000,3.96487,0.16728,0.14782,13.61,-99.9999,1,153,Hilda
158158,3.96794,0.24043,0.14831,14.54,-99.9999,1,153,Hilda
158170,3.96163,0.12455,0.14953,13.66,-99.9999,1,153,Hilda
