Asteroid_ID,a,e,sin_i,H,C,Family_ID,Family_Number,Family_Name
207605,3.96694,0.21695,0.04996,14.55,-99.9999,2,1911,Schubart
207623,3.96597,0.19118,0.05077,14.42,-99.9999,2,1911,Schubart
209919,3.96548,0.18277,0.05029,14.38,-99.9999,2,1911,Schubart
212345,3.96652,0.2062,0.05098,14.88,-99.9999,2,1911,Schubart
212490,3.96592,0.1913,0.05034,15.03,-99.9999,2,1911,Schubart
212690,3.96659,0.20907,0.05673,14.99,-99.9999,2,1911,Schubart
214483,3.96636,0.20238,0.04895,14.46,-99.9999,2,1911,Schubart
215089,3.965,0.17331,0.04991,14.69,-99.9999,2,1911,Schubart
217039,3.96627,0.19984,0.04906,14.3,-99.9999,2,1911,Schubart
217208,3.96639,0.20262,0.04815,14.48,-99.9999,2,1911,Schubart
217891,3.96596,0.19189,0.04882,14.53,-99.9999,2,1911,Schubart
218241,3.9661,0.19594,0.05002,14.58,-99.9999,2,1911,Schubart
221778,3.96617,0.19743,0.0511,14.62,-99.9999,2,1911,Schubart
221982,3.96554,0.18393,0.05,14.43,-99.9999,2,1911,Schubart
222488,3.96546,0.18261,0.0502,14.58,-99.9999,2,1911,Schubart
222490,3.96728,0.2175,0.04539,14.76,-99.9999,2,1911,Schubart
223211,3.96677,0.21332,0.04939,14.71,-99.9999,2,1911,Schubart
223492,3.96606,0.18705,0.05398,14.67,-99.9999,2,1911,Schubart
223992,3.96575,0.18428,0.05267,14.67,-99.9999,2,1911,Schubart
225879,3.96652,0.20667,0.04877,14.74,-99.9999,2,1911,Schubart
226233,3.967,0.21619,0.04965,14.99,-99.9999,2,1911,Schubart
226612,3.96524,0.17817,0.05121,14.39,-99.9999,2,1911,Schubart
227074,3.96614,0.19686,0.04906,14.52,-99.9999,2,1911,Schubart
227755,3.96483,0.17019,0.05139,15.16,-99.9999,2,1911,Schubart
231400,3.96637,0.20259,0.0487,15.02,-99.9999,2,1911,Schubart
232088,3.96676,0.21105,0.05342,14.72,-99.9999,2,1911,Schubart
232165,3.96676,0.20992,0.05241,15.18,-99.9999,2,1911,Schubart
233864,3.96717,0.22271,0.04881,15.56,-99.9999,2,1911,Schubart
233893,3.96468,0.16831,0.05003,15.32,-99.9999,2,1911,Schubart
233950,3.96466,0.16805,0.04985,15.57,-99.9999,2,1911,Schubart
234093,3.96572,0.18618,0.05019,14.65,-99.9999,2,1911,Schubart
236103,3.96557,0.18472,0.05014,15.09,-99.9999,2,1911,Schubart
